prompt_id,prompt,task,topic,fact_id,template_id,target,target_id,observed_condition,final_top1_token,final_top1_prob_topk,target_rank_final,model,label_correct,base_entropy_mean,base_entropy_max,base_entropy_min,base_varentropy_mean,base_varentropy_max,base_varentropy_min,base_confidence_mean,base_confidence_max,base_confidence_min,base_margin_mean,base_margin_max,base_margin_min,base_trace_fim_mean,base_trace_fim_max,base_trace_fim_min,base_jacobian_fro_norm_mean,base_jacobian_fro_norm_max,base_jacobian_fro_norm_min,base_fisher_output_fro_norm_mean,base_fisher_output_fro_norm_max,base_fisher_output_fro_norm_min,base_grad_entropy_proj_norm_mean,base_grad_entropy_proj_norm_max,base_grad_entropy_proj_norm_min,base_grad_varentropy_proj_norm_mean,base_grad_varentropy_proj_norm_max,base_grad_varentropy_proj_norm_min,base_logit_norm_mean,base_logit_norm_max,base_logit_norm_min,base_rank_whitened_jb_mean,base_rank_whitened_jb_max,base_rank_whitened_jb_min,rho_rho_abs_mean,rho_rho_abs_max,rho_rho_abs_min,rho_rho_adj_mean,rho_rho_adj_max,rho_rho_adj_min,rho_rho_rank_mean,rho_rho_rank_max,rho_rho_rank_min,rho_rho_percentile_mean,rho_rho_percentile_max,rho_rho_percentile_min,rho_rho_z_mean,rho_rho_z_max,rho_rho_z_min,rho_family_delta_pca,rho_family_random,rho_family_state_pca,source,group_id,base_entropy_before_mean,base_entropy_before_max,base_entropy_before_min,base_varentropy_before_mean,base_varentropy_before_max,base_varentropy_before_min,base_semantic_entropy_proxy_before_mean,base_semantic_entropy_proxy_before_max,base_semantic_entropy_proxy_before_min,base_grad_norm_sq_mean,base_grad_norm_sq_max,base_grad_norm_sq_min,base_strict_orth_ls_norm_mean,base_strict_orth_ls_norm_max,base_strict_orth_ls_norm_min,base_accessible_ls_norm_mean,base_accessible_ls_norm_max,base_accessible_ls_norm_min,confidence,entropy,varentropy,target_in_topm,target_rank_lens,base_semantic_entropy_proxy_mean,base_semantic_entropy_proxy_max,base_semantic_entropy_proxy_min,base_semantic_density_uncertainty_mean,base_semantic_density_uncertainty_max,base_semantic_density_uncertainty_min,base_haloscope_style_consistency_risk_mean,base_haloscope_style_consistency_risk_max,base_haloscope_style_consistency_risk_min,row_id,label_error,shuffled_rho_rho_abs_mean,shuffled_rho_rho_abs_max,shuffled_rho_rho_abs_min,shuffled_rho_rho_adj_mean,shuffled_rho_rho_adj_max,shuffled_rho_rho_adj_min,shuffled_rho_rho_rank_mean,shuffled_rho_rho_rank_max,shuffled_rho_rho_rank_min,shuffled_rho_rho_percentile_mean,shuffled_rho_rho_percentile_max,shuffled_rho_rho_percentile_min,shuffled_rho_rho_z_mean,shuffled_rho_rho_z_max,shuffled_rho_rho_z_min,shuffled_rho_family_delta_pca,shuffled_rho_family_random,shuffled_rho_family_state_pca
1,The plural of person is [MASK].,factual_deep,plural,plural:person,t0,people,2111.0,error,plural,0.1886338486062798,2724.0,distilbert-base-uncased,0,3.0462465313200275,3.345476755585988,2.631318975307631,0.8490613264236383,1.5265938479648389,0.2580657648627065,0.17502075573378778,0.2359165945582577,0.0945495243872175,0.4713399410247803,0.8792381286621094,0.1640939712524414,0.27181065276283817,0.4709330288935258,0.0807841348175645,3.5728176233574453,5.712460880298669,2.147870409989845,0.5063558853703608,0.6862456039156286,0.2842254999425007,0.14351443735288463,0.3073066082571566,0.0515377083284557,0.31250235359841705,0.6122019368538943,0.134976147982253,41.9314663469366,45.65596524683982,37.7038122672306,8.0,8,8,0.5332471429848653,0.7691197348610911,0.2313840931461397,6.938893903907228e-18,0.23587259187622578,-0.3018630498387256,4.5,8.0,1.0,0.5,1.0,0.0,0.15882017454084477,1.1789101999697198,-1.250342851717634,0.6088564740708643,0.5495828352162538,0.4665052300294776,masked_topk,masked::The plural of person is [MASK].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.5105457039256688,0.6753181268865768,0.3032321060298097,0.0,0.20091896168352325,-0.3089802322740852,4.5,8.0,1.0,0.5,1.0,0.0,0.016700454571948575,1.1377337503990157,-1.351438062973245,0.6088564740708643,0.5388992137896986,0.5919417230364874
2,The opposite of yes is [MASK].,factual_simple,lexical,factual_simple:58,extended,no,2053.0,error,yes,0.2237807527921011,11.0,distilbert-base-uncased,0,3.0828537018069753,3.3573036259493128,2.483652924296396,0.781639431151818,1.873253829389535,0.2217279162134463,0.1631128985902376,0.2900864459605682,0.0773902095905437,0.414919376373291,0.7839183807373047,0.18572998046875,0.2588349273191869,0.3718966441479469,0.1171178663394938,3.5576401498427206,5.372738050415162,2.1705537317183725,0.500868489209523,0.6098332920954274,0.342224876856569,0.12813491749056166,0.2465050326633124,0.0351060922143686,0.2881125835600273,0.529145192084608,0.0792658144951152,37.20537832935207,38.05915781599557,35.00192303570433,8.0,8,8,0.46711578091342704,0.6680347425969503,0.1107863324103553,1.3877787807814457e-17,0.20091896168352325,-0.35632944850307174,4.5,8.0,1.0,0.5,1.0,0.0,-0.24014375405243538,0.9765652999421741,-2.082218687930086,0.3441573683300466,0.518723682464403,0.497480154418038,masked_topk,masked::The opposite of yes is [MASK].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.5213858501646795,0.788068418311852,0.3774536575920768,-4.163336342344337e-17,0.25847654451392266,-0.34504136990991324,4.5,8.0,1.0,0.5,1.0,0.0,0.02832382118579481,1.0347968279093815,-0.2498839751588115,0.3679267357987088,0.4203131246582334,0.7157374663784101
4,A person who treats patients is a [MASK].,factual_deep,role,role:treats_patients,t0,doctor,3460.0,error,physician,0.3268473935672567,2.0,distilbert-base-uncased,0,3.0099824090853833,3.382163452605792,2.1419634600196136,0.7309153323858919,1.7964094900032772,0.1848346191465925,0.1674353092432735,0.3573994978664057,0.0754165408529506,0.2618507146835327,0.3974056243896484,0.0427713394165039,0.19760953543896057,0.3220893862263543,0.1059349417319205,3.7615778507643864,7.790961364445349,2.145916587124652,0.4364925979258761,0.5675291941621632,0.3254764841458144,0.10570678589732987,0.1936489277455762,0.0206804366281204,0.21480912911993444,0.4007651217684235,0.0452416238016732,45.730681873386985,51.78978475411541,38.308844287609936,8.0,8,8,0.5213858501646795,0.7100515269823781,0.1763444802547663,-4.163336342344337e-17,0.18866567681769852,-0.34504136990991324,4.5,8.0,1.0,0.5,1.0,0.0,0.10717737443147983,1.2434078934170367,-2.0724361561129196,0.46400274617430054,0.5539075893022375,0.5271195136873741,masked_topk,masked::A person who treats patients is a [MASK].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.4517932722683716,0.6680347425969503,0.3212464638848064,-4.85722573273506e-17,0.23762002463182497,-0.2624036335131721,4.5,8.0,1.0,0.5,1.0,0.0,-0.3721130182821895,1.5981523012701195,-2.0724361561129196,0.48937943361129566,0.6714958021734502,0.38880181706448963
5,The capital of Japan is [MASK].,factual_simple,capital,factual_simple:3,extended,tokyo,5522.0,correct,tokyo,0.3343694416099434,1.0,distilbert-base-uncased,1,3.0686948157334215,3.378532302829708,2.228073928531193,0.5471814358075413,1.4073464047211783,0.1895118171593067,0.15831288623450482,0.3394984943125341,0.0794697770222029,0.5668399930000305,0.8854665756225586,0.2833456993103027,0.18878097600470312,0.3387369752220414,0.0910084741471645,3.374495936206649,5.912111010348156,1.885623369169465,0.42139590938281846,0.582011146991225,0.3016761080151435,0.0806394355365801,0.1448837962963409,0.024429326883325,0.17982817430224265,0.3148770499724043,0.0570174178393961,42.0306835616594,53.49621152508818,35.780209629037444,8.0,8,8,0.4517932722683716,0.8865745511517961,0.1799443811327951,-3.469446951953614e-17,0.43478127888342444,-0.27184889113557653,4.5,8.0,1.0,0.5,1.0,0.0,-0.3056233312829993,1.5421552819035578,-1.6713143462427622,0.3679267357987088,0.3675558458133643,0.5919417230364874,masked_topk,masked::The capital of Japan is [MASK].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0.5820819875948592,0.776723258096397,0.2716083761317795,6.938893903907228e-18,0.43478127888342444,-0.17189027802429396,4.5,8.0,1.0,0.5,1.0,0.0,-0.19070679924534728,1.164862381794782,-1.3541182559213216,0.3441573683300466,0.5193978530943553,0.6309494626843085
7,Grass is usually [MASK].,factual_deep,common,common:grass,t0,green,2665.0,error,cultivated,0.0913948242118092,2.0,distilbert-base-uncased,0,3.2411719535568895,3.310815989685757,3.10515215977325,0.4888603658527748,0.7930389684952857,0.3448140694939549,0.10692058463283326,0.1460465883663843,0.0902209379066435,0.10361146926879879,0.1578073501586914,0.0408277511596679,0.3630311879747277,0.7063781515225522,0.1072625463249645,3.742754431861464,6.204047753529265,2.074041982722292,0.575950220345939,0.8404630577976359,0.3275096125687985,0.11164401165198753,0.1906985180248808,0.0400939126593251,0.26119181927639196,0.4689655634494121,0.096193965305941,43.414112139280476,45.56074586662958,40.07655535063341,8.0,8,8,0.4376981022547518,0.6753181268865768,0.2716083761317795,2.7755575615628914e-17,0.23762002463182497,-0.1660897261229723,4.5,8.0,1.0,0.5,1.0,0.0,-0.3721130182821895,1.1377337503990157,-1.4358365379162943,0.38228209282515724,0.4060763107238434,0.5062639000720567,masked_topk,masked::Grass is usually [MASK].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0.5001541462167528,0.9004285467997907,0.2722491489116252,2.7755575615628914e-17,0.2254103639381776,-0.10103302602319919,4.5,8.0,1.0,0.5,1.0,0.0,0.2400582100787375,1.5421552819035578,-0.7832687393047973,0.46400274617430054,0.4060763107238434,0.5062639000720567
8,A person who drives a bus is a [MASK].,factual_simple,role,factual_simple:62,extended,driver,4062.0,correct,driver,0.2197778683715726,1.0,distilbert-base-uncased,1,3.1969584798547417,3.359322808803692,2.715464520712024,0.5929020368216127,1.6645933894541056,0.2347385589214404,0.14543476055009347,0.3181450538428584,0.0875333903885641,0.5034893751144409,1.285470962524414,0.2274103164672851,0.27151734542066724,0.5798754397568233,0.087835259891175,3.7878337306484524,7.136313087904229,2.139838157814512,0.49233230725550503,0.7614955283892502,0.2963701400127465,0.1454429123619982,0.4407940942714669,0.0265521126856217,0.35098251407260445,1.0925716611604754,0.0671099810731535,42.82408540262083,47.76611474676393,35.70224273125044,8.0,8,8,0.5008175733372294,0.739277501078619,0.2384139398240573,2.7755575615628914e-17,0.23845992774138958,-0.2624036335131721,4.5,8.0,1.0,0.5,1.0,0.0,-0.018182610337606014,1.164862381794782,-1.3541182559213216,0.4581228979585843,0.41706898384017704,0.6130292797533786,masked_topk,masked::A person who drives a bus is a [MASK].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0.5478882188523843,0.947041877327494,0.1107863324103553,-4.163336342344337e-17,0.23587259187622578,-0.35632944850307174,4.5,8.0,1.0,0.5,1.0,0.0,0.17828351195504025,1.2434078934170367,-1.250342851717634,0.7774702164571871,0.41706898384017704,0.6081777341855665
10,The opposite of early is [MASK].,factual_deep,antonym,antonym:early,t0,late,2397.0,error,unknown,0.1163646995597212,326.0,distilbert-base-uncased,0,3.136107816336814,3.31788192727772,2.9657472653487904,0.7402782578135063,1.182609911627352,0.3419750093865084,0.161753696918767,0.2189196729057547,0.1152097027065879,0.47136187553405756,0.5455808639526367,0.3947501182556152,0.29159246676154404,0.4783008434319434,0.0858079154765654,3.6310169052028405,5.884613764669573,2.018595368429786,0.5218999969506761,0.6915929752621433,0.292929881501641,0.15098363151118502,0.3503157721955863,0.0751726171223518,0.3685637770583021,0.9041761427525096,0.1785636622493908,41.17197215220204,47.30512020865704,32.94876687750161,8.0,8,8,0.5493439356163707,0.6913753770858208,0.3774536575920768,2.7755575615628914e-17,0.14203144146945001,-0.17189027802429396,4.5,8.0,1.0,0.5,1.0,0.0,0.24582858508435632,0.5934285161049947,-0.5998307965565374,0.5564492923102559,0.48577323258458494,0.6081777341855665,masked_topk,masked::The opposite of early is [MASK].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0.5672018653968104,0.7826134488446841,0.1763444802547663,2.0816681711721685e-17,0.20167761248853366,-0.21758593338611953,4.5,8.0,1.0,0.5,1.0,0.0,0.964398868029795,1.3066047418063134,-1.2591348784886514,0.4059143724787267,0.48686458369434193,0.497480154418038
11,Ten divided by two equals [MASK].,factual_simple,math,factual_simple:53,extended,five,2274.0,error,zero,0.0636041060352724,4.0,distilbert-base-uncased,0,2.845970437574099,3.2210669770828995,2.601466855824408,1.4526870888672714,1.9731080854513328,0.4796184393483275,0.26918210858902064,0.3625844611959541,0.1000731257731389,0.675182819366455,1.109699249267578,0.0226979255676269,0.34850391062542824,0.5267675458961603,0.1926183592681123,3.9985030800825574,5.949279826893736,2.838220486912112,0.5811906728500711,0.7257875349550723,0.4388830815469108,0.30817663165577697,0.661844291679167,0.1391744431097905,0.7162535073965169,1.5109546667979774,0.3164680573734748,38.378525255113885,42.36283187795181,34.897948121461205,8.0,8,8,0.6750181828616131,0.9004285467997907,0.4608721051000462,-4.85722573273506e-17,0.2254103639381776,-0.21414607776156686,4.5,8.0,1.0,0.5,1.0,0.0,0.964398868029795,2.3486815170253457,-0.6369650151928651,0.7774702164571871,0.6714958021734502,0.6102392078193931,masked_topk,masked::Ten divided by two equals [MASK].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0.5008175733372294,0.7122233164142024,0.4608721051000462,3.469446951953614e-17,0.2832836001551049,-0.27184889113557653,4.5,8.0,1.0,0.5,1.0,0.0,0.35588089906935144,2.3486815170253457,-0.5428379714973005,0.3095978551573741,0.48577323258458494,0.6130292797533786
13,"In France, the capital city is [MASK].",factual_deep,capital,capital:france,t2,paris,3000.0,correct,paris,0.1313517355761828,1.0,distilbert-base-uncased,1,3.056708171737792,3.3322853636545005,2.8537538231578443,0.8086964719642368,1.392050790395059,0.3085584955418841,0.17099766191116583,0.2517312723793758,0.1132282571473968,0.587512731552124,0.654423713684082,0.4294404983520508,0.2308855658127163,0.4374358693958834,0.0844374484520104,3.147357384652806,4.21715426278327,1.835417354706221,0.4604038637541268,0.6613893478095059,0.2905812252228462,0.14739867182212102,0.3194879195128771,0.0327393069395261,0.3137007670917729,0.751668050348083,0.0880032025540913,44.61583671486117,57.6912100218063,38.471605325718976,8.0,8,8,0.5001541462167528,0.776723258096397,0.2294256150810638,0.0,0.27656911187964417,-0.270728531135689,4.5,8.0,1.0,0.5,1.0,0.0,0.016700454571948575,2.2646902121639254,-1.7203845565567686,0.6334284434517987,0.4203131246582334,0.4911456362852417,masked_topk,"masked::In France, the capital city is [MASK].",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0.5332471429848653,0.7100515269823781,0.238907986578299,2.7755575615628914e-17,0.27656911187964417,-0.3018630498387256,4.5,8.0,1.0,0.5,1.0,0.0,-0.24014375405243538,1.0735405506819133,-1.0024811072499307,0.520092642155688,0.5826330144817841,0.6102392078193931
14,The capital of Austria is [MASK].,factual_simple,capital,factual_simple:9,extended,vienna,6004.0,correct,vienna,0.6184326150387426,1.0,distilbert-base-uncased,1,2.8243029543854843,3.35745220519909,1.2473046752099557,0.5494145104608137,1.4469431715359469,0.2378799599242901,0.21809808754000948,0.621691277213347,0.07310700452011,0.6166524887084961,1.6670427322387695,0.071441650390625,0.18438003338789685,0.3581474444109754,0.0895588698371608,3.4529203336987155,5.823085844132834,1.8724179907685583,0.40910351819299867,0.5984542124598802,0.2992638799406985,0.074278849991023,0.1417667367902182,0.0297071950201043,0.17382702797123112,0.372538584343334,0.0618185550140546,40.10581957351309,46.696325456521606,35.603853006080655,8.0,8,8,0.4682895584208785,0.7515731585759834,0.2722491489116252,2.0816681711721685e-17,0.2832836001551049,-0.19604040950925328,4.5,8.0,1.0,0.5,1.0,0.0,-0.19070679924534728,1.0347968279093815,-1.2591348784886514,0.4059143724787267,0.48686458369434193,0.491297990442183,masked_topk,masked::The capital of Austria is [MASK].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0.46711578091342704,0.8865745511517961,0.4003885544898539,2.7755575615628914e-17,0.14203144146945001,-0.270728531135689,4.5,8.0,1.0,0.5,1.0,0.0,-0.3056233312829993,1.1789101999697198,-1.4358365379162943,0.4581228979585843,0.3675558458133643,0.4911456362852417
