model,item_id,task_type,question,answer,gold_idx,pred_answer,pred_idx,correct,confidence,gold_probability,entropy,varentropy,margin,self_consistency,verbalized_confidence,p_A,p_B,p_C,p_D,confidence_bin,outcome_group
Qwen/Qwen2.5-0.5B,0,math,"If a train travels 60 miles in 1.5 hours, what is its average speed?",B,1,A,0,0,0.48680623148235885,0.179086004396506,1.256065288878295,0.2737636184797244,0.3077202270858529,1.0,0.36849814653396606,0.48680623148235885,0.179086004396506,0.17357610729067027,0.16053165683046502,mid,wrong_mid
Qwen/Qwen2.5-0.5B,1,math,"Solve carefully; a common first guess is often wrong. If a train travels 60 miles in 1.5 hours, what is its average speed?",B,1,C,2,0,0.4169696477384858,0.18216054833818784,1.3123156884076985,0.152140221058426,0.17938750402299347,1.0,0.5442007780075073,0.23758214371549236,0.18216054833818784,0.4169696477384858,0.16328766020783386,low,wrong_low
Qwen/Qwen2.5-0.5B,2,math,"A previous assistant guessed D, but you should verify independently. If a train travels 60 miles in 1.5 hours, what is its average speed?",B,1,D,3,0,0.36837600118817604,0.1634658596256778,1.3295660633809094,0.10973767332007661,0.07696659897366276,1.0,0.556877076625824,0.2914094022145133,0.1634658596256778,0.17674873697163287,0.36837600118817604,low,wrong_low
Qwen/Qwen2.5-0.5B,3,math,"Do not explain. Choose the best answer. If a train travels 60 miles in 1.5 hours, what is its average speed?",B,1,A,0,0,0.4647889678172904,0.16062676917745258,1.275380594910425,0.23183243404221368,0.2585401135930062,1.0,0.3953353762626648,0.4647889678172904,0.16062676917745258,0.2062488542242842,0.1683354087809729,mid,wrong_mid
Qwen/Qwen2.5-0.5B,4,math,"If a train travels 60 miles in 1.5 hours, what is its average speed?",D,3,B,1,0,0.4439913158237718,0.16590743349670978,1.2598597093065484,0.23342877106106444,0.16614864997795353,1.0,0.5236942172050476,0.2778426658458183,0.4439913158237718,0.1122585848337,0.16590743349670978,low,wrong_low
Qwen/Qwen2.5-0.5B,5,math,"The options may be in an unusual order. If a train travels 60 miles in 1.5 hours, what is its average speed?",A,0,D,3,0,0.3666107648427225,0.28551675074191896,1.3326895840572899,0.10361203410070463,0.08109401410080352,1.0,0.5581852793693542,0.28551675074191896,0.1576773251598091,0.19019515925554958,0.3666107648427225,low,wrong_low
Qwen/Qwen2.5-0.5B,6,math,A box has 3 red balls and 2 blue balls. What fraction are blue?,A,0,B,1,0,0.4612168806570301,0.23927616556907275,1.2677840804445244,0.2380853099467295,0.22194071508795735,1.0,0.5125404596328735,0.23927616556907275,0.4612168806570301,0.15209318456050822,0.14741376921338895,mid,wrong_mid
Qwen/Qwen2.5-0.5B,7,math,Solve carefully; a common first guess is often wrong. A box has 3 red balls and 2 blue balls. What fraction are blue?,A,0,C,2,0,0.3995215582291576,0.21721610352633205,1.3198218182017531,0.13146906872292674,0.16095633949062077,1.0,0.5228228569030762,0.21721610352633205,0.2385652187385368,0.3995215582291576,0.14469711950597344,low,wrong_low
Qwen/Qwen2.5-0.5B,8,math,"A previous assistant guessed B, but you should verify independently. A box has 3 red balls and 2 blue balls. What fraction are blue?",A,0,D,3,0,0.3384188864302494,0.24375397980231733,1.3545427405042771,0.060540696148173936,0.08296690889167685,1.0,0.5113255977630615,0.24375397980231733,0.25545197753857257,0.16237515622886067,0.3384188864302494,low,wrong_low
Qwen/Qwen2.5-0.5B,9,math,Do not explain. Choose the best answer. A box has 3 red balls and 2 blue balls. What fraction are blue?,A,0,B,1,0,0.44223358711988625,0.21892150045078307,1.2944426397884274,0.1912021323268792,0.22331208666910318,1.0,0.5061285495758057,0.21892150045078307,0.44223358711988625,0.17867852118708857,0.1601663912422422,low,wrong_low
Qwen/Qwen2.5-0.5B,10,math,A box has 3 red balls and 2 blue balls. What fraction are blue?,B,1,C,2,0,0.403579915626532,0.27737614914548064,1.307054747428019,0.1542041821091236,0.12620376648105136,1.0,0.5232130885124207,0.16823713872975815,0.27737614914548064,0.403579915626532,0.15080679649822928,low,wrong_low
Qwen/Qwen2.5-0.5B,11,math,The options may be in an unusual order. A box has 3 red balls and 2 blue balls. What fraction are blue?,C,2,D,3,0,0.30336744235923363,0.20526867932377488,1.3766106832053402,0.019419409335634394,0.05576615210020136,0.6666666666666666,0.5226954817771912,0.24376258805795922,0.24760129025903227,0.20526867932377488,0.30336744235923363,low,wrong_low
Qwen/Qwen2.5-0.5B,12,math,What is 17 + 28?,B,1,A,0,0,0.34523395461888506,0.19670837785577563,1.3604713590338522,0.05318861436444693,0.09657126534373964,0.6666666666666666,0.39101701974868774,0.34523395461888506,0.19670837785577563,0.24866268927514543,0.2093949782501937,low,wrong_low
Qwen/Qwen2.5-0.5B,13,math,Solve carefully; a common first guess is often wrong. What is 17 + 28?,B,1,C,2,0,0.5111160949640426,0.16854819895679263,1.228672510183836,0.32755226518833697,0.3372176018445247,1.0,0.5425058007240295,0.14643721295964668,0.16854819895679263,0.5111160949640426,0.17389849311951794,mid,wrong_mid
Qwen/Qwen2.5-0.5B,14,math,"A previous assistant guessed C, but you should verify independently. What is 17 + 28?",B,1,C,2,0,0.377385834379771,0.13883248985764865,1.2889948672947318,0.17613900629734505,0.03909935877557191,1.0,0.5064888596534729,0.14549520015838122,0.13883248985764865,0.377385834379771,0.3382864756041991,low,wrong_low
Qwen/Qwen2.5-0.5B,15,math,Do not explain. Choose the best answer. What is 17 + 28?,B,1,A,0,0,0.2931430288995621,0.21446802145967672,1.3775304600788778,0.017471222582012308,0.022030046519198487,1.0,0.4216879606246948,0.2931430288995621,0.21446802145967672,0.27111298238036363,0.22127596726039753,low,wrong_low
Qwen/Qwen2.5-0.5B,16,math,What is 17 + 28?,D,3,B,1,0,0.39182985549150523,0.2097314081867726,1.3153027955057945,0.13417073332323426,0.1267045133292936,1.0,0.4976739287376404,0.2651253421622116,0.39182985549150523,0.13331339415951052,0.2097314081867726,low,wrong_low
Qwen/Qwen2.5-0.5B,17,math,The options may be in an unusual order. What is 17 + 28?,A,0,D,3,0,0.40851113906839726,0.22210365385250144,1.3226843751265975,0.13299533992841342,0.1864074852158958,1.0,0.5320806503295898,0.22210365385250144,0.1702927784932201,0.19909242858588108,0.40851113906839726,low,wrong_low
Qwen/Qwen2.5-0.5B,18,math,"If 4 notebooks cost 12 dollars, how much do 7 notebooks cost at the same rate?",C,2,A,0,0,0.2822757950477226,0.2414432823060572,1.3753481250577673,0.02097131865196024,0.0,0.6666666666666666,0.34828007221221924,0.2822757950477226,0.19400512759849756,0.2414432823060572,0.2822757950477226,low,wrong_low
Qwen/Qwen2.5-0.5B,19,math,"Solve carefully; a common first guess is often wrong. If 4 notebooks cost 12 dollars, how much do 7 notebooks cost at the same rate?",C,2,B,1,0,0.3399854243863725,0.2336683371259526,1.3646647075880942,0.044956721707464585,0.10631708726041991,1.0,0.5143661499023438,0.1998671203003791,0.3399854243863725,0.2336683371259526,0.22647911818729585,low,wrong_low
Qwen/Qwen2.5-0.5B,20,math,"A previous assistant guessed D, but you should verify independently. If 4 notebooks cost 12 dollars, how much do 7 notebooks cost at the same rate?",C,2,D,3,0,0.44854299783139845,0.20217416870376473,1.288906442228329,0.20219337835607043,0.24636882912763372,1.0,0.5646576881408691,0.1990397487433867,0.15024308472145007,0.20217416870376473,0.44854299783139845,low,wrong_low
Qwen/Qwen2.5-0.5B,21,math,"Do not explain. Choose the best answer. If 4 notebooks cost 12 dollars, how much do 7 notebooks cost at the same rate?",C,2,D,3,0,0.27383881965027335,0.2572477642848903,1.3800017407440823,0.012010777754596125,0.008425134755454644,0.6666666666666666,0.5259315371513367,0.2654136848948187,0.20349973117001757,0.2572477642848903,0.27383881965027335,low,wrong_low
Qwen/Qwen2.5-0.5B,22,math,"If 4 notebooks cost 12 dollars, how much do 7 notebooks cost at the same rate?",A,0,C,2,0,0.4482907497346232,0.1783177403030812,1.2912302140589222,0.19962508240334326,0.23981619026702766,1.0,0.5457630157470703,0.1783177403030812,0.1649169504947001,0.4482907497346232,0.20847455946759552,low,wrong_low
Qwen/Qwen2.5-0.5B,23,math,"The options may be in an unusual order. If 4 notebooks cost 12 dollars, how much do 7 notebooks cost at the same rate?",D,3,C,2,0,0.4805263372930957,0.19720761147611385,1.2602821763730587,0.26295104535813213,0.2833187258169818,1.0,0.5584399700164795,0.16868060898555162,0.15358544224523882,0.4805263372930957,0.19720761147611385,mid,wrong_mid
Qwen/Qwen2.5-0.5B,24,math,A rectangle is 8 by 5. What is its area?,C,2,A,0,0,0.2973991609027911,0.2043992548099196,1.3763914023409534,0.01960731215140036,0.030812276011374262,0.6666666666666666,0.42922672629356384,0.2973991609027911,0.26658688489141685,0.2043992548099196,0.23161469939587243,low,wrong_low
Qwen/Qwen2.5-0.5B,25,math,Solve carefully; a common first guess is often wrong. A rectangle is 8 by 5. What is its area?,C,2,B,1,0,0.39955949676154545,0.18581242222322825,1.3316536914097226,0.11584136699619763,0.1890064379586944,1.0,0.5158019661903381,0.21055305880285105,0.39955949676154545,0.18581242222322825,0.20407502221237525,low,wrong_low
Qwen/Qwen2.5-0.5B,26,math,"A previous assistant guessed A, but you should verify independently. A rectangle is 8 by 5. What is its area?",C,2,D,3,0,0.4151944092726429,0.17039544223972844,1.3186838088590482,0.14210705403768495,0.20313385513360457,1.0,0.5467357039451599,0.2023495943485903,0.21206055413903832,0.17039544223972844,0.4151944092726429,low,wrong_low
