model,prompt_id,prompt,target,task,topic,layer,subspace_family,subspace_k,rep,rho,v_access,v_inaccess,rank_whitened_jb,output_energy_unit,first_order_entropy,clean_correct,clean_confidence,clean_nll,clean_brier
distilbert-base-uncased,1,The language of Portugal is [MASK].,portuguese,factual_deep,language,2,state_pca,8,0,0.5637354066979121,0.2700601801675076,0.20899466889614943,8,0.182233190011209,0.0947016954206852,0,0.019823319560725337,9.392207847913365,1.0009410655458477
distilbert-base-uncased,1,The language of Portugal is [MASK].,portuguese,factual_deep,language,2,delta_pca,8,0,0.5103579532886281,0.24448945228112065,0.23456539678253635,8,0.2427821499138487,0.12004575759036147,0,0.019823319560725337,9.392207847913365,1.0009410655458477
distilbert-base-uncased,1,The language of Portugal is [MASK].,portuguese,factual_deep,language,2,random,8,0,0.46568819623259256,0.22309018855693133,0.25596466050672595,8,0.16812929666261447,0.07941154242192021,0,0.019823319560725337,9.392207847913365,1.0009410655458477
distilbert-base-uncased,2,The red planet is [MASK].,mars,factual_simple,science,2,state_pca,8,0,0.5070311897651769,0.3053074511871438,0.29683982761939653,8,0.15510621209337144,0.08570336886865088,0,0.017412283383257406,11.902940820913246,1.0012705930235792
distilbert-base-uncased,2,The red planet is [MASK].,mars,factual_simple,science,2,delta_pca,8,0,0.6098910313666904,0.367244224905967,0.23490305390057323,8,0.19131026266462606,0.11593531744218143,0,0.017412283383257406,11.902940820913246,1.0012705930235792
distilbert-base-uncased,2,The red planet is [MASK].,mars,factual_simple,science,2,random,8,0,0.5145651487893579,0.30984400411219437,0.2923032746943461,8,0.14173841221275427,0.07889674962422293,0,0.017412283383257406,11.902940820913246,1.0012705930235792
distilbert-base-uncased,4,Isaac [MASK] described gravity.,newton,factual_deep,culture,2,state_pca,8,0,0.5069492203622342,0.21620164450285978,0.21027429395183528,8,0.17146767821028283,0.0797281641086245,0,0.03136096477852161,7.5117952584083225,1.0032117172425277
distilbert-base-uncased,4,Isaac [MASK] described gravity.,newton,factual_deep,culture,2,delta_pca,8,0,0.6589077899600767,0.2810083180783327,0.1454676203763621,8,0.14961877358560302,0.07931323760036577,0,0.03136096477852161,7.5117952584083225,1.0032117172425277
distilbert-base-uncased,4,Isaac [MASK] described gravity.,newton,factual_deep,culture,2,random,8,0,0.43807177738338277,0.18682707237009435,0.23964886608460073,8,0.14634929465435936,0.06325728350573612,0,0.03136096477852161,7.5117952584083225,1.0032117172425277
distilbert-base-uncased,5,The capital of Syria is [MASK].,damascus,factual_simple,capital,2,state_pca,8,0,0.42505449641579557,0.09772882794383803,0.1321918734436802,8,0.13762154787133046,0.04302271200393819,0,0.008514617019287433,9.769184348671041,1.0005008391873018
distilbert-base-uncased,5,The capital of Syria is [MASK].,damascus,factual_simple,capital,2,delta_pca,8,0,0.416567080722755,0.09577739537472671,0.13414330601279137,8,0.1683145158279933,0.052089847184109764,0,0.008514617019287433,9.769184348671041,1.0005008391873018
distilbert-base-uncased,5,The capital of Syria is [MASK].,damascus,factual_simple,capital,2,random,8,0,0.2442245549417129,0.05615228096825309,0.17376842041926505,8,0.14491520461254354,0.0343397916319352,0,0.008514617019287433,9.769184348671041,1.0005008391873018
distilbert-base-uncased,7,A person who flies planes is a [MASK].,pilot,factual_deep,role,2,state_pca,8,0,0.5789032986582353,0.20120061974385164,0.14635417949496538,8,0.14361593319303556,0.0644194899036841,0,0.010427649160619404,7.489767091332139,0.9996593425749772
distilbert-base-uncased,7,A person who flies planes is a [MASK].,pilot,factual_deep,role,2,delta_pca,8,0,0.46804534094742417,0.16267140450764547,0.18488339473117124,8,0.22049389988486243,0.08893079753640498,0,0.010427649160619404,7.489767091332139,0.9996593425749772
distilbert-base-uncased,7,A person who flies planes is a [MASK].,pilot,factual_deep,role,2,random,8,0,0.3424122704280597,0.11900702790553166,0.22854777133328494,8,0.15155050431948494,0.052280976478913395,0,0.010427649160619404,7.489767091332139,0.9996593425749772
distilbert-base-uncased,8,Two plus two equals [MASK].,four,factual_simple,math,2,state_pca,8,0,0.8322900375563428,2.0348907512313743,0.4100390922231338,8,0.2784718017617987,0.39723890285521735,0,0.07124570293280756,10.058464066464413,1.0056426942226533
distilbert-base-uncased,8,Two plus two equals [MASK].,four,factual_simple,math,2,delta_pca,8,0,0.9150221638174206,2.23716499573953,0.20776484771497827,8,0.27400113794248016,0.40982776175157254,0,0.07124570293280756,10.058464066464413,1.0056426942226533
distilbert-base-uncased,8,Two plus two equals [MASK].,four,factual_simple,math,2,random,8,0,0.868280582901046,2.122885109626842,0.3220447338276658,8,0.16682934005502936,0.2430724157627166,0,0.07124570293280756,10.058464066464413,1.0056426942226533
distilbert-base-uncased,10,The capital of Pakistan is [MASK].,islamabad,factual_deep,capital,2,state_pca,8,0,0.5744070063830652,0.20697104468134947,0.1533501951040217,8,0.16635402086042567,0.07568121545951968,0,0.013319241707518107,9.271247112958926,1.00052834835501
distilbert-base-uncased,10,The capital of Pakistan is [MASK].,islamabad,factual_deep,capital,2,delta_pca,8,0,0.3950383857685155,0.1423407209229231,0.21798051886244751,8,0.20431834981098007,0.07708536850433957,0,0.013319241707518107,9.271247112958926,1.00052834835501
distilbert-base-uncased,10,The capital of Pakistan is [MASK].,islamabad,factual_deep,capital,2,random,8,0,0.26063956953045225,0.09391397283033792,0.2664072669550329,8,0.16418117723852502,0.050313956715259525,0,0.013319241707518107,9.271247112958926,1.00052834835501
distilbert-base-uncased,11,A person who drives a bus is a [MASK].,driver,factual_simple,role,2,state_pca,8,0,0.4623222763635836,0.10938740870373756,0.1272168266883552,8,0.12535744012308606,0.041460428108203204,0,0.009198585641954436,9.129896737757333,1.0005406154638676
distilbert-base-uncased,11,A person who drives a bus is a [MASK].,driver,factual_simple,role,2,delta_pca,8,0,0.5089157978032143,0.12041163321818647,0.11619260217390653,8,0.1699004232887093,0.05895609152446533,0,0.009198585641954436,9.129896737757333,1.0005406154638676
